"","AMHE_ANG","AMHE_VOLT","BOWM_ANG","BOWM_VOLT","CLAR_ANG","CLAR_VOLT","CROSS_ANG","CROSS_VOLT","GRAN_ANG","GRAN_VOLT","MAPL_ANG","MAPL_VOLT","TROY_ANG","TROY_VOLT","WAUT_ANG","WAUT_VOLT","WINL_ANG","WINL_VOLT"
"1","0.734513696649297","0.0","0.5429923572651582","0.02878357601159037","0.0","0.0","0.48740809284272446","0.06063663002771893","0.5428217895469353","0.039553257925073956","0.5554636674115353","0.020770147474984048","0.5558800488581849","0.054654746986470486","0.6076999981179476","0.02597028812363536","0.6373742675763303","0.0"
"10","0.7154702587534728","-1.1102230246251565E-16","0.5225004925014359","0.026971906770373345","0.0","0.0","0.47166561703591336","0.05742916927453473","0.5300038589819589","0.04026401073004319","0.5389061685411076","0.01994302303333665","0.5351277725919898","0.048767543313411654","0.5920283244163755","0.025703533123670387","0.6191724212462132","-2.220446049250313E-16"
"100","-0.17243098392557715","-1.1102230246251565E-16","-0.03546421937648262","0.027278055947581797","0.0","0.0","-0.02942102274717595","0.0385784437660385","-0.15129489463011106","0.011818780813612205","-0.25465122511063504","0.005922922596877408","-0.011993047532280702","0.03575664905730577","-0.1390351382871851","0.011507962869922641","-0.3543944413334131","-1.1102230246251565E-16"
"101","0.45863811583356184","-2.220446049250313E-16","0.09595488640898453","0.009252940720496938","0.0","0.0","0.1688292686090312","0.010427834123103342","0.38385195255233856","0.011132651245549121","0.5345429795369722","0.011803688127349407","0.02809981926885419","8.181076821790617E-4","0.3774455556467572","0.005425407257520824","0.6151558519932648","-4.440892098500626E-16"
"102","-0.14865032504463854","-1.1102230246251565E-16","-0.021151027115192032","0.027740081645208154","0.0","0.0","-0.009517543750273827","0.04004212780577248","-0.13557702154876314","0.012169970147272946","-0.24090700127906714","0.0060667531396660385","-0.005879050580545071","0.03557780897932118","-0.11945589486443776","0.011878590357907459","-0.3392182833894303","0.0"
"103","0.48679503949945174","0.0","0.10757141778431877","0.008967040924016324","0.0","0.0","0.1807392737093091","0.009508940261086497","0.4064360309419417","0.011121036915995931","0.5607927919039524","0.011802298408134423","0.038362242730147544","0.0011083927032804835","0.4004842443061347","0.005127541853453379","0.6441406239977874","-2.220446049250313E-16"
"104","-0.1518120053583719","0.0","-0.02608788455775999","0.02737882300250576","0.0","0.0","-0.018841260205013255","0.038870599540607675","-0.13506457115010664","0.012357052037595882","-0.24025501346691985","0.0061426594697482646","-0.005157454371950283","0.035687027810117386","-0.12206421330124961","0.011802358899340212","-0.33849836859933685","-1.1102230246251565E-16"
"105","-0.9957782673925022","-2.220446049250313E-16","-0.593334182007905","-0.057607853087542814","0.0","0.0","-0.6189039005385559","-0.09704389589305253","-0.7514327446001648","-0.0544782155911142","-0.7892145824364385","-0.03345970478779688","-0.5462107042307742","-0.08186056696439994","-0.8244441911744345","-0.037518272792767565","-0.8418088429833813","-1.1102230246251565E-16"
"106","-0.17142092741840265","-3.3306690738754696E-16","-0.04121482099266273","0.0268849468221279","0.0","0.0","-0.02846729929870476","0.0386084121523299","-0.15066371172768012","0.011865019069645131","-0.258798539108098","0.005722565145261688","-0.024789342141325166","0.03412911565630235","-0.13820234703901593","0.011529807340949287","-0.3589738408717286","-2.220446049250313E-16"
"107","0.7274304497498812","0.0","0.5325773860044922","0.030274108720082873","0.0","0.0","0.4825747839091536","0.06298153841638802","0.5384584908779853","0.04241954310171692","0.5466094541333484","0.02184108905509241","0.539580990334973","0.05599690688878486","0.6021735363332418","0.027479656467363313","0.6274933112411538","-2.220446049250313E-16"
"108","0.517645746288042","-2.220446049250313E-16","0.1254679492552541","0.009003155207755182","0.0","0.0","0.20052484386742284","0.00960925834107029","0.42890889430726814","0.011193986984567144","0.5869088757392267","0.011831639662628892","0.05234094902319464","0.001770869002738087","0.425788564118625","0.005114185724071017","0.6729746852015024","0.0"
"109","-0.19638567684513414","-2.220446049250313E-16","-0.05949987731450927","0.02614564500358505","0.0","0.0","-0.04838333211521861","0.03712211073316703","-0.16755000494770148","0.011467832994764749","-0.2763320331376354","0.005427101240747512","-0.039010645632309375","0.03331900694711002","-0.15875841383753023","0.01113106838668503","-0.378334051965714","-1.1102230246251565E-16"
"11","-0.1693180745940983","-1.1102230246251565E-16","-0.04632460902824621","0.02632101571911517","0.0","0.0","-0.03734619698728192","0.03712609832036672","-0.14514182731662897","0.012258612782564397","-0.25478303205642583","0.0058258055411666","-0.024967375617579828","0.033838702779702336","-0.13648241603490155","0.011503796225420285","-0.3545399805105939","-1.1102230246251565E-16"
"110","-1.1398177807686098","-1.1102230246251565E-16","-0.6771081304423727","-0.07413250034721586","0.0","0.0","-0.6989215389377279","-0.12859764544550653","-0.8657329050807588","-0.06859727441448304","-0.9122461228231611","-0.040226776343621","-0.6562141981311703","-0.09439556717292982","-0.9450263846625054","-0.048664488150466464","-0.9769154076166623","0.0"
"111","-1.1150297389739843","-1.1102230246251565E-16","-0.6726095089363899","-0.07881776788410075","0.0","0.0","-0.7146793763884858","-0.13604009426371727","-0.8380692691050599","-0.07272961731817915","-0.8851512333392715","-0.042850705676269925","-0.6361838230007777","-0.10313872578859243","-0.9252447074160847","-0.05116350565841735","-0.946706677807424","0.0"
"112","-1.0015333810306681","-1.1102230246251565E-16","-0.5903901231170972","-0.0640273986117578","0.0","0.0","-0.6077159733809954","-0.10706848306966081","-0.7663496498633068","-0.07114041510737845","-0.8050532604812332","-0.040914241725770385","-0.560539076061626","-0.09542659605787798","-0.8309838946782037","-0.045899507572622844","-0.8584786409750197","-2.220446049250313E-16"
"113","0.501234552889297","-1.1102230246251565E-16","0.10772587475494806","0.008272759299668593","0.0","0.0","0.18276272480902758","0.008144037229204785","0.41933862158355883","0.011012956255396156","0.5757921177900465","0.011765012660113757","0.036465404018852475","8.321297737140855E-5","0.4122493264905149","0.0047222681943936305","0.6607063466867183","0.0"
"114","-0.17418006433076072","0.0","-0.04202070054658459","0.026883236037407606","0.0","0.0","-0.03099671079739821","0.03841212672965226","-0.15240240233696487","0.011827709588912851","-0.259613102221126","0.005740810028305833","-0.023506660365885657","0.03439619347304184","-0.14047432650307654","0.011485227704413622","-0.3598732687776","0.0"
"115","0.7336153289159953","-1.1102230246251565E-16","0.5344460424125206","0.030430158091926805","0.0","0.0","0.47932280264720817","0.06448246757000983","0.546103773194299","0.04395299772625167","0.5549388336968059","0.02219153499371017","0.5471024292171442","0.05536232815454969","0.6073941160558393","0.028263392844117337","0.6366564099538317","-1.1102230246251565E-16"
