"","cluster","dist_0","dist_1","dist_2","dist_3","mindist"
"1","0","0.11467256663572079","0.5084736917176135","3.694745866073954","1.3878992607870888","0.11467256663572079"
"10","1","0.47278691496902125","0.07540974311392343","3.618884662689067","1.2977563506232834","0.07540974311392343"
"100","2","2.3341180707862277","2.3182184386093856","1.5780812022029427","1.722381857863784","1.5780812022029427"
"101","3","1.718951534129089","1.5010448950809214","2.7561429478711177","0.7879066345530912","0.7879066345530912"
"102","2","2.2777368256911092","2.3035290807105784","1.6341124890503687","1.7048426268010453","1.6341124890503687"
"103","3","1.4246804720445558","1.3674135264822647","2.7198363203444","0.3141220827415053","0.3141220827415053"
"104","2","2.287930720308758","2.2892521037434","1.6331383080307575","1.6981748960697796","1.6331383080307575"
"105","2","4.988280168959747","4.967713898848272","1.4027254086458076","3.940471791186511","1.4027254086458076"
"106","2","2.4645501545601216","2.377011763879318","1.656873579793641","1.821184585311586","1.656873579793641"
"107","1","0.4574822224774803","0.2679894105972721","3.699349441889635","1.3896136217062363","0.2679894105972721"
"108","3","1.373931951878091","1.3975616224772403","2.776617967693364","0.39879488894019716","0.39879488894019716"
"109","2","2.436387703925593","2.4043718608699542","1.5286730979487118","1.7937219308404495","1.5286730979487118"
"11","2","2.3463500713349776","2.330408831280627","1.5578834742414056","1.718401759755237","1.5578834742414056"
"110","2","5.503902733652249","5.508994608361755","1.949362869730106","4.458345810662478","1.949362869730106"
"111","2","5.543087337682801","5.5481959455189465","2.0241705740384406","4.489241869422603","2.0241705740384406"
"112","2","5.192284471072895","5.16165623062315","1.6650252563821666","4.127793752156523","1.6650252563821666"
"113","3","1.367080880155602","1.418572944660472","2.724188239876969","0.2782580546025398","0.2782580546025398"
"114","2","2.3395934005249557","2.381064014367805","1.600807424771571","1.762845612578082","1.600807424771571"
"115","1","0.2651197116125127","0.21215072793049122","3.703531812059135","1.3747697454984515","0.21215072793049122"
"116","2","2.3009221617370734","2.326323013834326","1.6094221331089036","1.7169564041269572","1.6094221331089036"
"117","3","1.445207982050345","1.3306900185218746","2.715433582864389","0.3690343459496561","0.3690343459496561"
"118","2","5.647729939836643","5.652703347298721","2.1472721266934918","4.593626936752885","2.1472721266934918"
"119","3","1.3272422409708944","1.3806370921220241","2.7719325384983","0.2811276294604206","0.2811276294604206"
"12","2","2.2766593430901487","2.3024677465166707","1.6345983406657643","1.703749635550893","1.6345983406657643"
"120","0","0.21707853390593937","0.31768288503706604","3.6737633511433483","1.3511314869506237","0.21707853390593937"
"121","2","2.259675323313693","2.3029557750402785","1.6630686483396082","1.6991755788221272","1.6630686483396082"
"122","2","5.327524362639764","5.325682725252126","1.779332252777103","4.279454423261407","1.779332252777103"
"123","0","0.41638413042750705","0.509070439497014","3.627614646084654","1.332307637123666","0.41638413042750705"
"124","1","0.6070741824791295","0.2716026939084974","3.700012801750348","1.36872132952159","0.2716026939084974"
"125","0","0.2189952859524647","0.31874126843804024","3.680672682119389","1.3611199039146151","0.2189952859524647"
"126","2","2.4126393240517756","2.3568324794075957","1.5630819849027136","1.768463183926218","1.5630819849027136"
"127","1","0.7036452832553869","0.40722297695222676","3.700432940917172","1.4383708926791368","0.40722297695222676"
"128","2","2.330044760520107","2.297075209244877","1.617581792890674","1.711402519794282","1.617581792890674"
"129","0","0.12688921390579647","0.5117569246856623","3.7038271468117068","1.3736563862690667","0.12688921390579647"
"13","2","5.626251215268173","5.555708557158544","2.1413822967656846","4.545479612608219","2.1413822967656846"
"130","2","5.1536585233126955","5.152164464401876","1.6188741564191789","4.107798013434878","1.6188741564191789"
"131","2","5.346060016802373","5.3159351495761005","1.783420108144486","4.279429878655696","1.783420108144486"
"132","2","2.408755648949134","2.4094232822108914","1.5318511900811962","1.786370508220077","1.5318511900811962"
"133","1","0.45947715213720974","0.3256932615999221","3.6796997582757065","1.3826393674556245","0.3256932615999221"
"134","2","5.104146338292596","5.11831615787017","1.5803388068244206","4.071891752088999","1.5803388068244206"
"135","0","0.18170686728316876","0.44648672474106427","3.711816554590124","1.3943482751664216","0.18170686728316876"
"136","3","1.3121123407271877","1.394693154345988","2.7675837327632853","0.34658897722831583","0.34658897722831583"
"137","2","5.04018029015083","5.054577996119665","1.529891389441293","4.004555103549002","1.529891389441293"
"138","2","2.4498795560577795","2.3547852311530577","1.636904838863689","1.7953275990076045","1.636904838863689"
"139","2","4.94589449010109","4.960557158799152","1.399084557206607","3.921306035485455","1.399084557206607"
"14","2","2.4405275619580054","2.352204525038953","1.6736270707309135","1.8000023405299739","1.6736270707309135"
"140","2","2.2717037814863215","2.273089186976644","1.6436223978378874","1.6809390507756756","1.6436223978378874"
"141","1","0.4546918863899102","0.26613720148432085","3.7206487386070872","1.3875659604562758","0.26613720148432085"
"142","2","2.249798671049575","2.2933352343656894","1.6737690446824096","1.696149057259171","1.6737690446824096"
"143","2","5.187252419759322","5.185679949524116","1.6641504843314547","4.1410793224368945","1.6641504843314547"
"144","0","0.1271548544611632","0.5094726951618729","3.640449425624115","1.341455507046622","0.1271548544611632"
"145","2","5.211932052487938","5.188902298953439","1.7162613147299242","4.147862089463474","1.7162613147299242"
"146","3","1.3511114116036234","1.362378464556805","2.6573603230332723","0.232327343980038","0.232327343980038"
"147","2","2.286483882444085","2.2950987562789997","1.666001404471212","1.71048132215832","1.666001404471212"
"148","3","1.3157511368036283","1.398394492597707","2.8144330871559524","0.3586180089670548","0.3586180089670548"
"149","1","0.4768195017652464","0.1063252724450277","3.681274672133583","1.3337938030677747","0.1063252724450277"
"15","0","0.18339554692610377","0.44653736147948314","3.6491295425798502","1.3491570509846749","0.18339554692610377"
"150","3","1.365147640629879","1.3059033032957539","2.7745813302157365","0.3152822441962196","0.3152822441962196"
"151","3","1.461466227260803","1.3366695440433383","2.819321299129445","0.5260911492788285","0.5260911492788285"
"152","2","2.3590369750398303","2.359993969787676","1.579454373251532","1.7557780460874217","1.579454373251532"
"153","3","1.369883900639379","1.2800176274995667","2.723574415668018","0.23715465880387124","0.23715465880387124"
"154","2","2.3774550438836424","2.401678315484721","1.5467407346392332","1.7737375231441495","1.5467407346392332"
"155","2","5.287651227538571","5.275571546945928","1.7474925288893204","4.234535629312237","1.7474925288893204"
"156","2","2.340314634417919","2.3244046635498097","1.5717376803752747","1.7232013249971023","1.5717376803752747"
"157","2","5.35755791280896","5.337918145677127","1.8012578171823077","4.29199653911805","1.8012578171823077"
"158","2","5.002027611616916","4.989344247618482","1.3962285593829742","3.959198855159107","1.3962285593829742"
"159","3","1.5586474683015838","1.3857418033615916","2.76038994442953","0.5587215636788276","0.5587215636788276"
"16","0","0.4135639575729937","0.5074658304283644","3.6651317688831395","1.3687122641423701","0.4135639575729937"
"160","0","0.13977972212017833","0.5131471820607032","3.602004212106503","1.2941959915286547","0.13977972212017833"
"161","0","0.12736706838280815","0.5114472393260067","3.7276380800655544","1.4128902404483463","0.12736706838280815"
"162","3","1.2899828509396971","1.3737432772254412","2.7269001298778606","0.3498190991751741","0.3498190991751741"
"163","2","2.2986206630728514","2.299863714919709","1.622643068895404","1.7025755805462142","1.622643068895404"
"164","0","0.17550675216545394","0.44330340675369695","3.675843748532668","1.3483392465906259","0.17550675216545394"
"165","3","1.3131153418597892","1.3672132854326227","2.7820406080158224","0.28235758095951985","0.28235758095951985"
"166","1","0.6879962981382299","0.5380222461939687","3.6647215785859415","1.4082737263158784","0.5380222461939687"
"167","2","2.3719061260153143","2.315321265585776","1.5958133901479106","1.7369044274875454","1.5958133901479106"
"168","2","2.4979513715553985","2.4506170891823826","1.5815885999592554","1.8594469936502933","1.5815885999592554"
"169","2","5.223048506523315","5.228861311896841","1.6670383006289466","4.182745010180395","1.6670383006289466"
"17","3","1.4087412897772706","1.3215165461538474","2.7431079585458056","0.23384264914415234","0.23384264914415234"
"170","3","1.4341461100122201","1.4557249545185749","2.634912669807925","0.40954455304256837","0.40954455304256837"
"171","3","1.3600762849014025","1.3008995347290242","2.8196594989992243","0.3242843738528046","0.3242843738528046"
"172","3","1.3635920385643852","1.4424313273782998","2.666907418653919","0.35371916304259643","0.35371916304259643"
"173","2","2.4495323052743547","2.3544293551429663","1.6375476097201302","1.7957287931479464","1.6375476097201302"
"174","1","0.271299605421035","0.21782233846843135","3.5907504681087503","1.2495610454694803","0.21782233846843135"
"175","0","0.22380724308141234","0.3221660299639212","3.646010700847022","1.2992723341268329","0.22380724308141234"
"176","2","5.789213324187322","5.760557665080251","2.2382967112146828","4.718018292723398","2.2382967112146828"
"177","2","2.31463635830414","2.2987135229881113","1.597366473890716","1.710806193216703","1.597366473890716"
"178","3","1.3695084381694445","1.3934623312251995","2.8170684990017096","0.4085761967427002","0.4085761967427002"
"179","3","1.411141212581168","1.3533929839253138","2.7296866568323632","0.312942688110879","0.312942688110879"
"18","2","2.3055645265343925","2.3139908205606425","1.6467244128859795","1.7199361694351736","1.6467244128859795"
"180","3","1.319962059598564","1.3319766574617438","2.7180996806831668","0.21665057037880806","0.21665057037880806"
"181","3","1.4011274920752974","1.4117131845153597","2.646945482958205","0.23164059510825322","0.23164059510825322"
"182","3","1.382519775775171","1.3242371167304636","2.8170869738996727","0.32599920115792047","0.32599920115792047"
"183","3","1.2894956914971205","1.3733081888922996","2.73197249674719","0.34900712771899356","0.34900712771899356"
"184","2","2.3432230711099424","2.303339401348185","1.6453406474130348","1.7372323458330392","1.6453406474130348"
"185","3","1.613136978509426","1.4081934034028325","2.8856681119307646","0.7336517463110789","0.7336517463110789"
"186","2","2.3428197245050155","2.2856388080116927","1.6172542522656648","1.7102409914520909","1.6172542522656648"
"187","2","5.0817697237871995","5.088013525747876","1.547052248483768","4.040547750474534","1.547052248483768"
"188","2","5.329765154664912","5.32784759986923","1.760698958562319","4.289856313417706","1.760698958562319"
"189","2","4.949327801641033","4.944730005947171","1.3762359083354523","3.9121857370672606","1.3762359083354523"
"19","0","0.17201742787502114","0.4417025778980493","3.6498591470899915","1.3334297506499493","0.17201742787502114"
"190","2","5.114843478777964","5.120979262498488","1.5342820185872048","4.0813180775905","1.5342820185872048"
"191","0","0.1334109435268752","0.5120790292646564","3.6871669378646357","1.3901650319697065","0.1334109435268752"
"192","1","0.45938695675639235","0.2731462667306759","3.6857966070452504","1.3467786593015953","0.2731462667306759"
"193","0","0.13316258287779684","0.5128508574708548","3.6710762844213596","1.3408834946762331","0.13316258287779684"
"194","2","2.403448159540785","2.364270363691499","1.5921354490874196","1.779241869513746","1.5921354490874196"
"195","3","1.3577861209280193","1.3400448029184897","2.6920750653656027","0.04894525613516503","0.04894525613516503"
"196","2","2.465222911081831","2.4103810731077604","1.519023835518083","1.8090720347950247","1.519023835518083"
"197","2","2.357745881955721","2.341872502102979","1.557545839097206","1.7370852786662594","1.557545839097206"
"198","2","2.368986323709201","2.3364121170144427","1.5901880486534437","1.7484808557157085","1.5901880486534437"
"199","2","5.215632122365732","5.22922784351486","1.7275762846981306","4.1775286994825445","1.7275762846981306"
"2","0","0.18225413586419","0.44663343050948306","3.653950381383462","1.3340417075552398","0.18225413586419"
"20","2","2.308810608296961","2.268435709118798","1.6653466971006703","1.6995079735533107","1.6653466971006703"
"200","2","5.349930435849448","5.30163012319256","1.8176305041447487","4.280837153386037","1.8176305041447487"
"21","1","0.4766689331146651","0.09390883448841754","3.6065975325242836","1.2959182617406266","0.09390883448841754"
"22","2","2.3818549748236975","2.3660134831573836","1.5331467698581236","1.7522210663125277","1.5331467698581236"
"23","3","1.3083376301449778","1.2905426071038828","2.756489694527374","0.06437432743648053","0.06437432743648053"
"24","3","1.3898952276090684","1.4128399111884562","2.727208347440229","0.39562043872681846","0.39562043872681846"
"25","2","2.3876969217555777","2.3483308216690824","1.6045360662001376","1.7666578843881844","1.6045360662001376"
"26","3","1.532356777096249","1.41295493991922","2.7242486820955185","0.5272931805829344","0.5272931805829344"
"27","2","5.403398009506805","5.394306875452111","1.896403949829347","4.354704920664943","1.896403949829347"
"28","2","5.251489145847086","5.264992135807292","1.7588906369911255","4.2087207926562415","1.7588906369911255"
"29","2","2.323445244600111","2.348508695790092","1.5955703160822032","1.737655642643844","1.5955703160822032"
"3","2","5.035698338197966","5.034421179009286","1.508675918896215","3.9931509278028434","1.508675918896215"
"30","2","5.133814693694213","5.1477423448810296","1.603521409547561","4.106399899844526","1.603521409547561"
"31","2","4.958622514416763","4.938244717159708","1.3827041247876786","3.9071703670483586","1.3827041247876786"
"32","3","1.3770333626430462","1.3595001032490477","2.695452434819716","0.055807143596582","0.055807143596582"
