"","AMHE_ANG","AMHE_VOLT","BOWM_ANG","BOWM_VOLT","CLAR_ANG","CLAR_VOLT","CROSS_ANG","CROSS_VOLT","GRAN_ANG","GRAN_VOLT","MAPL_ANG","MAPL_VOLT","TROY_ANG","TROY_VOLT","WAUT_ANG","WAUT_VOLT","WINL_ANG","WINL_VOLT","cluster","dist"
"1","0.607419744384057","0.0","0.7549512516233471","0.3353015583933156","0.0","0.0","0.6459315244650108","0.4268901440302043","0.593769557317035","0.49029360807243816","0.576332704712137","0.43568518913587667","0.7986931750875237","0.46978485997115343","0.6060787106339053","0.4743505706700697","0.6168755259516062","0.0","0","0.11467256663572079"
"10","0.5916714197011502","-0.25","0.7264603184739625","0.3141973175710947","0.0","0.0","0.6250690038256004","0.4043091829465803","0.5797485708646691","0.4991039457153219","0.5591531326408791","0.4183350056943732","0.7688761283066825","0.41918140271145293","0.5904488475107519","0.46947825713007013","0.5992590734222663","-0.5","1","0.07540974311392343"
"100","-0.1425950049097233","-0.25","-0.049307796781836014","0.3177636672205437","0.0","0.0","-0.0389898451697134","0.27159750481213946","-0.16549501943138362","0.14650304405012926","-0.2642185941885129","0.12424224021354346","-0.017231712546993357","0.30734626535884085","-0.1386642053758058","0.21019438554591","-0.3429966795226696","-0.25","2","1.5780812022029427"
"101","0.3792793086844533","-0.5","0.13341119930066328","0.10778804697700829","0.0","0.0","0.2237388924154219","0.07341337420466351","0.41987924643281915","0.1379979307123585","0.5546260165260809","0.24760017233671944","0.04037405896708551","0.007032044316460847","0.3764385657550792","0.09909574420086535","0.5953716819844923","-1.0","3","0.7879066345530912"
"102","-0.12292914734350141","-0.25","-0.02940740174347604","0.32314583156209375","0.0","0.0","-0.012613006706395676","0.28190204004523406","-0.14830190979356514","0.1508563108744008","-0.24995799325320855","0.12725930291441523","-0.008447069802776127","0.305809045526609","-0.11913719756669448","0.21696394311087253","-0.3283086055136292","0.0","2","1.6341124890503687"
"103","0.40256419969982443","0.0","0.14956228279933556","0.10445758354655477","0.0","0.0","0.23952247882643157","0.06694423611230044","0.4445830046201983","0.1378539620017971","0.5818620469763663","0.24757102087885158","0.05511919615132032","0.009527189121057836","0.39941578932035127","0.09365519522699109","0.6234242680150948","-0.5","3","0.3141220827415053"
"104","-0.12554375760434855","0.0","-0.03627137810609854","0.3189375085298065","0.0","0.0","-0.024969146195512985","0.2736543213045481","-0.14774136220277817","0.15317533741793354","-0.24928150994519085","0.1288515527440477","-0.0074102742420116795","0.30674783595124505","-0.12173855725075153","0.21557156595655536","-0.3276118440700461","-0.25","2","1.6331383080307575"
"105","-0.8234773339176393","-0.5","-0.8249441771038448","-0.6710772458629967","0.0","0.0","-0.8201947112544301","-0.6832022603515352","-0.8219601657611526","-0.675300146807454","-0.8188657541067583","-0.7018678045719113","-0.7848001786086154","-0.7036324767553981","-0.8222446501960204","-0.6852759593994608","-0.8147352335712195","-0.25","2","1.4027254086458076"
"106","-0.1417597199202123","-0.75","-0.057303165095284256","0.31318431605409214","0.0","0.0","-0.03772593500893606","0.2718084863382309","-0.16480459542892176","0.14707620344509753","-0.2685217247687484","0.12003944029086047","-0.03561753731556762","0.2933568025391147","-0.13783363593779235","0.21059337754970087","-0.34742879993048426","-0.5","2","1.656873579793641"
"107","0.6015621217955615","0.0","0.7404707612745276","0.35266486098617267","0.0","0.0","0.6395262418004097","0.4433986188468124","0.5889967313749023","0.5258234575650623","0.5671458343800134","0.45814980502004216","0.7752745493793674","0.48132139497558296","0.6005669929389646","0.5019193728254487","0.6073123533444899","-0.5","1","0.2679894105972721"
"108","0.42807676470314304","-0.5","0.17444478556926213","0.10487828094749692","0.0","0.0","0.26574306006483894","0.06765048907513065","0.46916510944545475","0.13875823523250455","0.6089593246496531","0.24818649797304668","0.07520392006926407","0.015221503937883163","0.4246525995440128","0.09341124384823449","0.6513309902899039","0.0","3","0.39879488894019716"
"109","-0.16240478315670842","-0.5","-0.0827258546994409","0.3045721459824995","0.0","0.0","-0.06411941026585392","0.2613447216697674","-0.18327578992232332","0.14215277099111043","-0.2867139606069399","0.11384163898607305","-0.05605082694779763","0.28639351339236346","-0.15833486104809735","0.20331036052643184","-0.3661663627859005","-0.25","2","1.5286730979487118"
"11","-0.14002072671852922","-0.25","-0.06440757608998626","0.30661504969224435","0.0","0.0","-0.04949258395007729","0.26137279482741543","-0.1587644420573295","0.15195510575922225","-0.26435535318468895","0.12220506340309255","-0.0358733373262242","0.2908605587526211","-0.13611829355079008","0.21011828126134977","-0.343137537980623","-0.25","2","1.5578834742414056"
"110","-0.9425934849101152","-0.25","-0.9414195682908827","-0.8635738271021414","0.0","0.0","-0.926237093221906","-0.9053449599867645","-0.9469882265294467","-0.8503169382487511","-0.9465196486745308","-0.8438173431703371","-0.9428541328645683","-0.8113770669766339","-0.9425051415256152","-0.888862981251718","-0.945496604648518","0.0","2","1.949362869730106"
"111","-0.9220945533321765","-0.25","-0.9351648947377834","-0.9181527823360055","0.0","0.0","-0.9471199716892609","-0.9577408145468059","-0.9167281573808221","-0.9015405647799379","-0.9184067911533617","-0.8988582208988761","-0.914074319766493","-0.8865288840179133","-0.9227762399675805","-0.93450784954766","-0.9162594248039895","0.0","2","2.0241705740384406"
"112","-0.8282366320368478","-0.25","-0.8208508949153759","-0.7458589066816306","0.0","0.0","-0.8053680496732929","-0.753776721064629","-0.838277130933145","-0.8818411587950716","-0.8352994989080329","-0.8582379670684999","-0.8053873049408599","-0.820239275422343","-0.8287669063746739","-0.8383602641178973","-0.8308689103239721","-0.5","2","1.6650252563821666"
"113","0.4145052234987009","-0.25","0.14977703256834862","0.09636985634706095","0.0","0.0","0.24220403227766513","0.0573351326446293","0.4586965971123314","0.13651421757041046","0.5974249047544011","0.24678889604329024","0.052393802181766855","7.152571199695977E-4","0.4111494833517722","0.08625282100082371","0.6394572166550851","0.0","3","0.2782580546025398"
"114","-0.1440414394384058","0.0","-0.05842362244565149","0.31316438702294747","0.0","0.0","-0.041078006198032195","0.2704266101963743","-0.16670647478097939","0.14661372321254146","-0.26936689140993997","0.12042215424748617","-0.03377456924726401","0.2956524698261561","-0.14009955397042217","0.2097791248956569","-0.3482993011269002","0.0","2","1.600807424771571"
"115","0.6066768225006199","-0.25","0.7430688540012841","0.3544826892346328","0.0","0.0","0.635216594002383","0.4539653647605588","0.5973595789686038","0.5448318285595005","0.5757881527421698","0.46550093746782434","0.7860814166421296","0.4758668736715663","0.6057736446368955","0.5162344160701875","0.6161807555145737","-0.25","1","0.21215072793049122"
"116","-0.13164224167623229","-0.25","-0.04608498641817222","0.31422872311699274","0.0","0.0","-0.03933147061524324","0.26540867093724446","-0.15109588753468048","0.15374208323611352","-0.25230441935534437","0.12884516110906163","-0.010083483811316527","0.30650748944324013","-0.127799914863988","0.21291200121476234","-0.3307253676403635","0.0","2","1.6094221331089036"
"117","0.3962207406254237","-0.5","0.1665090797674143","0.12064337913365647","0.0","0.0","0.2539790387201207","0.0877074427232802","0.4326963638449714","0.14089606258968262","0.5687493825039845","0.2493964279814635","0.07262643274619819","0.029108390894672143","0.3933017527531818","0.10871460693487264","0.6099101827609282","-0.5","3","0.3690343459496561"
"118","-0.9302189309384811","-0.25","-0.9177174074827794","-0.9377871642612065","0.0","0.0","-0.8997381197495986","-0.935392009698749","-0.9434822414704547","-1.0","-0.9431517144970053","-1.0","-0.9347508824713158","-0.9981276081518292","-0.9314927448121922","-0.9904677052236815","-0.9412244572255051","0.0","2","2.1472721266934918"
"119","0.4316244163226086","-0.25","0.1745672799394578","0.10070615275731788","0.0","0.0","0.27391025499189936","0.06960272521005394","0.4712701124009518","0.13886704151947213","0.6112730187064838","0.24828205355687114","0.06508363163836241","0.0027999646213688403","0.42818050372089667","0.09511003987659446","0.6537136016686299","0.0","3","0.2811276294604206"
"12","-0.12279860211906495","-0.25","-0.029643482928651536","0.32276058555850007","0.0","0.0","-0.014141882617835189","0.280677535115695","-0.1476388738000882","0.15143454088552502","-0.24912420697866375","0.12788746308965748","-0.007029931016254239","0.3066393257871829","-0.11900842768308999","0.21692826219297154","-0.327449825819576","0.0","2","1.6345983406657643"
"120","0.6001707927719737","0.0","0.7383531127663626","0.34712642433697444","0.0","0.0","0.6275216324708077","0.45237260498873744","0.5907921713454531","0.4995727136748169","0.5713893748585154","0.434020075508569","0.7871138686895158","0.45539129759494434","0.599064686393586","0.4896553279943696","0.611791504640275","-0.25","0","0.21707853390593937"
"121","-0.11379169355028841","0.0","-0.029469219010731924","0.31915857827599114","0.0","0.0","-0.00937651367918977","0.2793100018647334","-0.13741235211898764","0.15588351539289477","-0.2434499106210188","0.12795722436042323","-0.01265068530837017","0.29782862202564875","-0.11007089648738884","0.21948381208948034","-0.3216054378286054","0.0","2","1.6630686483396082"
"122","-0.8895584135355612","-0.5","-0.8962787844903312","-0.8114196424818407","0.0","0.0","-0.8841773275661811","-0.8657928795350063","-0.8906184455821856","-0.7910873694788056","-0.8926717104623212","-0.7912103144615156","-0.8870160967077482","-0.7714311868510276","-0.8893788410351456","-0.8338981743359062","-0.8903022233368657","0.0","2","1.779332252777103"
"123","0.5987217306489766","-0.5","0.7259732584858094","0.31563916513399887","0.0","0.0","0.617466810409271","0.39711272607768505","0.5907372381594314","0.4749979037525088","0.5688430467630077","0.41170041582329064","0.7771385998987028","0.4339042400623476","0.597230975425548","0.4507765650090287","0.6092693463600288","0.0","0","0.41638413042750705"
"124","0.6301921320364285","-0.5","0.7615321313779233","0.2989392107506091","0.0","0.0","0.6582251114737254","0.40165980286272635","0.6185966102076279","0.4782687752067606","0.5944225244499334","0.4019213395933744","0.800830030780342","0.4096491944202675","0.6284066115549907","0.45486440509145554","0.6356596892466995","-0.5","1","0.2716026939084974"
"125","0.5995149928029291","0.0","0.7415798434329548","0.34501828742594354","0.0","0.0","0.6337097798137017","0.4409891375327947","0.5880126798107519","0.5159565947307901","0.5691331151328451","0.4473503632656912","0.7858564952144786","0.46649078317659115","0.5984695629529391","0.49488106454261815","0.6094076920320599","-0.25","0","0.2189952859524647"
"126","-0.15362882737442748","-0.25","-0.06699580325450537","0.31223346750604697","0.0","0.0","-0.04477668927190103","0.27231491983600503","-0.17803787076374938","0.14155112895242433","-0.28075939605395217","0.11520878134777998","-0.047147615854800984","0.2904181018345593","-0.149614940750773","0.20688753283825864","-0.3600333053332257","-0.5","2","1.5630819849027136"
"127","0.5853387163168615","0.0","0.726705678365654","0.35231435724099985","0.0","0.0","0.6124639485880458","0.4512759839839332","0.5768618381437519","0.5355102327716235","0.5603015147993693","0.4564756240626208","0.7816347775401182","0.4627775969432742","0.5846012534442578","0.5101108339596976","0.6002703832369317","-0.75","1","0.40722297695222676"
"128","-0.12426025826122392","-0.5","-0.03971048971874661","0.3172229069938829","0.0","0.0","-0.019220924038976697","0.2771656941346111","-0.1479103399321793","0.15239399269326903","-0.25315649088909375","0.12480007686069061","-0.02182894962688879","0.2958687071064169","-0.12046145101859694","0.21626558461767675","-0.3316029807090894","-0.25","2","1.617581792890674"
"129","0.6254662156175513","0.0","0.7592100780527947","0.3164091071505186","0.0","0.0","0.6539223589184907","0.4364909901710019","0.614522838177882","0.4792190349364179","0.5913638419834449","0.40249389693687976","0.8000229674861584","0.4090753882204253","0.6238935740327619","0.4706184694911846","0.6325067371570791","0.0","0","0.12688921390579647"
"13","-0.9464600229841929","-0.5","-0.951799628182339","-0.919458105758008","0.0","0.0","-0.9657116346400811","-0.9142177534833006","-0.9389398443169017","-0.7961704209784047","-0.9384684557718749","-0.8656640453379245","-0.9255289806203476","-0.9275285826660234","-0.9459379438571585","-0.8561836088804745","-0.9370924811978419","-1.0","2","2.1413822967656846"
"130","-0.83881473454781","-0.5","-0.8433348367112088","-0.7553084259103108","0.0","0.0","-0.8453002330767884","-0.8161578748321633","-0.8374474162344624","-0.7814173370847795","-0.8356242687608049","-0.7698162411204368","-0.8100114618945946","-0.7353579900016667","-0.8388160081025147","-0.8035175909999714","-0.831653194090044","0.0","2","1.6188741564191789"
"131","-0.8873889605651502","-0.25","-0.9092911941677241","-0.7793961185268172","0.0","0.0","-0.9056248974868039","-0.7825290828138638","-0.883540617388462","-0.8826077236932058","-0.8855573630915061","-0.8401254889760748","-0.8811350741704351","-0.7776368043935907","-0.8873930802802245","-0.8473148534402115","-0.8827257580280903","-0.5","2","1.783420108144486"
"132","-0.1637013508116997","0.0","-0.0854297138564707","0.30325137782434153","0.0","0.0","-0.06654361284289664","0.26001525403341263","-0.18418993024157762","0.14210799649909622","-0.28804252839406425","0.11323145787781494","-0.05871158502237444","0.2848080138159639","-0.1596231130315832","0.2027854710322659","-0.3675347554694794","-0.25","2","1.5318511900811962"
"133","0.5941880927855326","-0.5","0.7327481557925013","0.3519042567793357","0.0","0.0","0.6200914249163453","0.44082590757457746","0.5857034062894186","0.5382632558307309","0.5670921752512335","0.464524284536214","0.7841112211364457","0.47958496992079297","0.593322143655655","0.5068183717638839","0.6072284889157623","-0.25","1","0.3256932615999221"
"134","-0.8292995793267809","0.0","-0.8354211075019743","-0.6888453824020769","0.0","0.0","-0.8116095595630077","-0.731002648564806","-0.8368666529938822","-0.8532047004805672","-0.8371198895155897","-0.783577137975967","-0.8223100437570462","-0.6850681436019427","-0.829493790818583","-0.8111621156653843","-0.8331239144090546","0.0","2","1.5803388068244206"
"135","0.6141993858091348","-0.25","0.7491284217781896","0.35205835894529286","0.0","0.0","0.6432255275627411","0.4571488326035546","0.6042517346654926","0.5182510331784862","0.5812385221361052","0.4486016812484292","0.7887241280844193","0.4694347332769001","0.613072337747552","0.5022484025787033","0.6218703476649406","0.0","0","0.18170686728316876"
"136","0.4214214303628326","0.0","0.17567448722821935","0.10897351425579788","0.0","0.0","0.27108528531808695","0.07788002231050789","0.45936173071449177","0.1400142855853857","0.5981435847609197","0.24894575917842204","0.0708244483928885","0.013804870935089048","0.41815306110301825","0.10129087184876921","0.6401875634105928","0.0","3","0.34658897722831583"
"137","-0.8036376257687298","0.0","-0.8200598453113705","-0.704474759375139","0.0","0.0","-0.8011760744858435","-0.7417434233412007","-0.8058771976634433","-0.7938952229915993","-0.8114287174564244","-0.7662166711639035","-0.8038008826862556","-0.7264970849724808","-0.8037185593535359","-0.7785432232159735","-0.8067505861600212","0.0","2","1.529891389441293"
"138","-0.1449105827841537","-0.25","-0.06596515161020124","0.3081052813705959","0.0","0.0","-0.04940126548037764","0.26409809307260107","-0.16516889186492587","0.1488134256041017","-0.26970495783429443","0.12019333715733932","-0.039239536274546356","0.291096778251105","-0.14096801697380568","0.20896511854000682","-0.3486475013663865","-0.75","2","1.636904838863689"
"139","-0.815983322761322","0.0","-0.8300500339632932","-0.6492060175828142","0.0","0.0","-0.817111452828496","-0.6764766572224375","-0.8136092963754238","-0.6859656881285411","-0.8152714658494273","-0.6815961942089123","-0.7971642204594098","-0.651546598757748","-0.8148593223594415","-0.6876987456663489","-0.8111350492627374","0.0","2","1.399084557206607"
"14","-0.13364585445996832","-0.75","-0.051914260020935396","0.3121067087360997","0.0","0.0","-0.03926821830821568","0.2663982813473237","-0.15372448420538037","0.15269600213415052","-0.257340590630048","0.12549979577640982","-0.022393044279271922","0.29856785444296674","-0.12978617673593623","0.2125249249961577","-0.33591250223172014","-0.5","2","1.6736270707309135"
"140","-0.11608374295324968","0.0","-0.03218945840336584","0.31811011484225254","0.0","0.0","-0.0145689934578941","0.2765491872653429","-0.13873513191465672","0.15608136851360102","-0.24416151014229326","0.12845683219390464","-0.011860625785962916","0.29921063258334485","-0.11234763962437445","0.21861151230118678","-0.32233836812240535","-0.25","2","1.6436223978378874"
"141","0.6231281254631563","0.0","0.7586570758268913","0.3405770620797561","0.0","0.0","0.6519487744955956","0.4408185085157946","0.6121570591709576","0.47490187123799116","0.58908106284411","0.4254282965144533","0.7982974470452621","0.46792472953627395","0.6215753482605239","0.4701164393494002","0.6300521758649815","-0.5","1","0.26613720148432085"
"142","-0.11324139580502436","0.0","-0.02321588681940425","0.32262370940014495","0.0","0.0","-0.007288128031662475","0.2808939580939875","-0.13736624575126657","0.15542196882507364","-0.24068364669425665","0.13033800999388323","-0.002125134523628917","0.3056191236784105","-0.10952338392223765","0.21977732340516798","-0.3187562528980999","0.0","2","1.6737690446824096"
"143","-0.8453881649705822","-0.5","-0.8386943560675925","-0.7883377527698515","0.0","0.0","-0.8474939022449309","-0.828864739917169","-0.8447618266463032","-0.7655675455458856","-0.8397376341943356","-0.7961183637986106","-0.8013619713613347","-0.8097086225892267","-0.8452849652924936","-0.8006535158683837","-0.8357564909660259","0.0","2","1.6641504843314547"
"144","0.5881003235567597","0.0","0.7195675292554301","0.3270145525743239","0.0","0.0","0.6091702557133523","0.4222142633449306","0.5807755215906537","0.524930752349675","0.5611180257598374","0.4351217206885071","0.7736830683685453","0.42695842466287987","0.5871347403949012","0.4907553786946206","0.6012073087340442","0.0","0","0.1271548544611632"
"145","-0.8210130941143384","0.0","-0.8333908880530347","-0.7924684943968361","0.0","0.0","-0.8074398849588891","-0.8206334960003591","-0.8274158931780389","-0.8300231406550455","-0.8363357195092215","-0.8364458905500874","-0.838685194260653","-0.8486972194784136","-0.8215897505891716","-0.835771199655862","-0.8320474191090709","-0.5","2","1.7162613147299242"
"146","0.3743069185553852","0.0","0.15187286402918485","0.12637453997202971","0.0","0.0","0.2289521212566671","0.08697820526687723","0.41233203817200664","0.14034643169696395","0.546308654374039","0.24897594075924637","0.0729973072648804","0.04127513936465206","0.37161960076765144","0.1084404215384188","0.5867987007773803","-0.25","3","0.232327343980038"
"147","-0.11580966620437078","-0.5","-0.023336260795155717","0.3232253941258513","0.0","0.0","-0.011351702677295988","0.2792311092340618","-0.1394132900470867","0.15497322053065754","-0.2408505689803961","0.13149749345775105","0.0027093772249363315","0.3102197356575639","-0.11207365894549429","0.21887966462074554","-0.318928178815086","0.0","2","1.666001404471212"
"148","0.44487989266845157","0.0","0.18160810626439156","0.09564617769136888","0.0","0.0","0.2853131275802632","0.06634041580363442","0.48460891867602285","0.1385387658350555","0.6259765875447794","0.24812286631781072","0.0658124941688511","-0.004071577533445786","0.4412661437769084","0.0925085402846144","0.6688586507967589","0.0","3","0.3586180089670548"
"149","0.6221408517283739","-0.25","0.7621557970591036","0.2885457195168687","0.0","0.0","0.6547311069669018","0.3862648932259595","0.6091802055498415","0.48787436982306426","0.5895416362728019","0.4054873120951407","0.8075724302053586","0.40358417320875034","0.6204370639143002","0.45443144638159966","0.6306164066349489","-0.5","1","0.1063252724450277"
"15","0.5921582222211632","-0.25","0.7317276649256356","0.357462882227353","0.0","0.0","0.6168670981006897","0.45380254108228185","0.5834659238663749","0.46991122382655953","0.565788599552639","0.42848121724122396","0.7857315499186635","0.4771850024182075","0.5909686466311072","0.4731909390733691","0.606047761195008","0.0","0","0.18339554692610377"
"150","0.4186381992037044","0.0","0.18117404767442283","0.11722037663045244","0.0","0.0","0.263784085778628","0.07732032006238963","0.4580117380856776","0.14035763015869146","0.5966645599310066","0.24911374263398267","0.09181194374922264","0.03613172112318843","0.4153906723805938","0.100455952309186","0.638663434503136","-0.5","3","0.3152822441962196"
"151","0.42290766266769675","0.0","0.18590761856971713","0.11614371812211427","0.0","0.0","0.2755502351617627","0.08246463369717841","0.4600310057883289","0.14100657058040164","0.5988829401972205","0.24953708739644856","0.0869476508777979","0.028597598021430602","0.41965616840393105","0.10434849953639286","0.6409463742950333","-0.75","3","0.5260911492788285"
"152","-0.14821824014268095","0.0","-0.05715416803920389","0.3168255198973245","0.0","0.0","-0.03284975325430916","0.27889658426936276","-0.17481812536245703","0.1410574487048864","-0.27702554546732605","0.11600423126184994","-0.041384543910831344","0.29298868851480525","-0.14424082489606913","0.20891206278989147","-0.3561875295483292","-0.25","2","1.579454373251532"
"153","0.39997320303991707","-0.25","0.17971467851502304","0.12769478832315276","0.0","0.0","0.2640315413488845","0.09464334161857259","0.4346151369175749","0.14212884780539317","0.5708635972357179","0.2501438133488169","0.08796522343105184","0.04154546284847176","0.3970644966773343","0.11342436326219554","0.6120843511469459","-0.5","3","0.23715465880387124"
"154","-0.15499170916391725","-0.25","-0.07466112863412279","0.306609236158755","0.0","0.0","-0.0581860029261796","0.26234445045381627","-0.17550544539436566","0.14505032628321263","-0.278811462281556","0.11718515762002041","-0.04652117854522533","0.2901996235336009","-0.1509757131486728","0.20570991378338724","-0.3580269806668624","0.0","2","1.5467407346392332"
"155","-0.8668448253514314","-0.25","-0.8453424064404313","-0.7703063911830381","0.0","0.0","-0.844772591117627","-0.8324684677784782","-0.877265183487703","-0.9331948331437655","-0.8647739054233674","-0.8641925105635959","-0.8174718563073329","-0.7532747965084071","-0.8677429955259348","-0.9034441698501914","-0.8611964011329695","-0.25","2","1.7474925288893204"
"156","-0.13934333251353118","-0.25","-0.051033409989646804","0.316920372063277","0.0","0.0","-0.027051051871481185","0.2788444612526285","-0.1650886253398966","0.14509578474788862","-0.26878141111630505","0.11881051434551304","-0.03579810596465611","0.2929284681674621","-0.1354308953466887","0.2117472226521795","-0.34769627058682995","-0.25","2","1.5717376803752747"
"157","-0.8812646346911462","-0.5","-0.9115124253622447","-0.8139211090939333","0.0","0.0","-0.9109971043761627","-0.8007643243440763","-0.8735240974168231","-0.8534879072612515","-0.8801951634426904","-0.849944808233684","-0.8844951559536416","-0.842974244731344","-0.881207902112751","-0.8367466698861679","-0.8771527161348381","-0.25","2","1.8012578171823077"
